carat_weight,total_sales_price,cut,color,clarity
0.71,3834,5,4,5
0.71,3834,8,0,2
0.71,3834,4,0,3
0.74,3834,5,2,5
0.52,3834,9,2,1
0.71,3834,0,1,5
0.6,3834,9,2,7
0.55,3834,9,3,4
0.71,3834,1,10,5
0.6,3834,1,10,6
0.6,3834,1,10,6
0.71,3834,9,6,6
0.6,3834,9,3,5
0.7,3834,9,0,4
1.02,3834,0,5,5
0.92,3834,2,2,3
0.71,3834,1,10,5
1.01,3834,3,7,4
0.71,3834,9,3,4
1.02,3834,8,6,7
0.7,3834,9,0,4
0.71,3834,1,10,7
0.8,3834,9,7,2
0.6,3834,9,3,4
0.71,3834,0,1,7
0.57,3834,9,3,4
1.07,3836,6,7,4
0.6,3836,9,1,7
0.71,3836,9,1,5
0.51,3836,9,1,7
0.51,3836,9,1,7
1.07,3836,0,8,4
0.72,3836,2,3,7
0.54,3836,9,0,7
0.71,3836,9,3,2
1.71,3836,5,8,3
0.7,3836,9,5,4
0.53,3836,9,1,7
0.71,3836,9,3,4
0.8,3836,9,6,7
0.55,3836,9,0,7
0.6,3836,9,2,6
0.71,3836,9,2,5
0.55,3836,9,3,7
0.6,3836,9,1,7
0.6,3836,9,2,6
0.7,3836,9,5,7
0.51,3836,9,1,7
0.76,3837,9,5,5
1.01,3837,2,5,2
0.7,3837,9,3,5
0.9,3837,8,6,6
0.9,3837,9,1,0
0.93,3837,3,4,3
1.11,3837,9,6,3
0.9,3837,5,5,2
0.9,3837,5,4,3
0.9,3837,8,5,2
0.71,3837,9,1,2
0.81,3837,2,1,2
1.0,3837,9,9,5
0.7,3837,9,3,5
0.86,3837,2,4,4
1.2,3838,5,6,3
1.02,3838,9,9,2
0.56,3838,9,2,5
0.9,3838,9,9,2
0.72,3838,9,2,3
0.91,3838,6,5,3
0.6,3838,9,1,5
0.91,3838,4,5,3
0.81,3838,9,4,3
0.6,3838,9,4,6
0.72,3838,6,0,3
0.53,3838,9,0,6
1.01,3838,1,10,4
0.68,3838,9,5,7
0.72,3838,9,2,3
0.53,3838,9,2,6
0.64,3838,9,0,2
1.04,3838,4,10,0
0.73,3838,9,2,3
0.6,3838,9,1,5
0.7,3838,9,3,3
0.61,3838,9,0,2
0.52,3838,9,2,6
0.7,3839,9,1,2
0.7,3839,9,1,2
0.7,3839,9,1,2
0.7,3839,9,1,2
0.83,3839,9,6,7
0.8,3839,8,2,2
0.7,3839,5,4,4
0.94,3839,7,1,3
0.73,3839,6,1,6
0.73,3839,5,0,6
1.12,3839,9,8,3
0.82,3839,9,5,2
1.2,3839,9,9,5
0.73,3839,2,1,6
0.6,3840,9,2,5
0.71,3840,9,2,5
0.58,3840,9,0,4
1.0,3840,5,8,2
0.6,3840,9,2,5
0.8,3840,9,3,2
1.0,3840,9,7,3
0.71,3840,9,3,4
1.0,3840,8,7,5
0.6,3840,9,0,7
0.82,3840,9,4,2
1.01,3840,5,7,4
1.01,3840,2,8,1
0.56,3840,9,3,6
0.56,3840,9,3,6
0.8,3840,9,6,5
1.0,3840,9,7,0
1.0,3840,9,1,0
1.01,3840,2,0,0
0.8,3840,6,3,5
0.8,3840,5,4,2
1.2,3840,9,9,0
0.8,3840,6,4,2
1.01,3840,2,6,7
1.01,3840,7,6,7
0.8,3840,3,0,4
1.0,3840,4,7,2
1.0,3840,4,7,2
1.01,3840,9,8,3
0.6,3840,9,0,7
0.6,3840,9,0,7
0.54,3840,9,3,1
0.6,3840,9,0,7
0.54,3840,9,3,1
0.54,3840,9,3,1
0.6,3840,9,0,7
1.0,3840,9,7,0
1.0,3840,6,7,5
1.0,3840,6,3,3
1.0,3840,9,4,0
1.01,3840,9,8,3
0.63,3840,9,0,6
0.62,3840,9,0,5
1.0,3840,9,1,0
0.8,3840,9,4,3
0.75,3840,9,4,2
0.58,3840,9,0,4
0.77,3840,9,4,2
1.2,3840,5,8,5
0.6,3840,9,4,7
1.01,3840,5,7,4
1.0,3840,9,7,0
0.6,3840,9,4,4
0.64,3840,9,4,5
0.6,3840,9,3,5
0.6,3840,9,3,5
0.76,3840,9,3,2
0.6,3840,9,4,7
0.8,3840,2,0,4
0.8,3840,5,5,5
0.8,3840,7,1,2
0.8,3840,7,3,5
0.8,3840,5,1,2
0.8,3840,0,1,2
1.0,3840,6,6,5
1.01,3840,5,7,4
0.58,3840,9,3,6
0.8,3840,3,1,2
0.77,3840,9,6,1
0.75,3840,6,1,2
1.01,3840,5,6,5
1.2,3840,5,8,2
0.8,3840,2,4,2
0.8,3840,6,1,2
0.54,3840,9,0,7
0.72,3840,8,2,5
0.7,3840,9,4,4
0.7,3840,9,5,6
1.01,3840,9,8,3
1.01,3840,7,6,7
0.56,3840,9,0,4
1.01,3840,3,6,3
0.8,3840,9,3,3
0.8,3840,2,5,4
1.0,3842,7,5,5
1.0,3842,7,5,5
0.7,3842,9,3,2
0.55,3842,9,1,1
1.0,3842,5,4,0
0.7,3842,9,1,5
0.7,3842,7,1,6
0.52,3842,9,0,7
0.81,3842,7,6,6
0.7,3842,2,0,4
0.86,3842,2,6,6
0.9,3842,3,2,3
0.52,3842,9,0,2
0.7,3842,7,1,6
0.72,3842,5,3,3
0.58,3842,9,0,5
0.7,3843,5,10,2
0.7,3843,5,10,6
0.7,3843,1,10,2
0.61,3843,9,10,2
0.73,3844,9,2,2
0.56,3844,9,3,7
0.8,3844,9,1,3
0.8,3844,9,4,2
0.6,3844,9,4,2
0.7,3844,2,0,5
1.2,3844,9,9,3
0.75,3844,9,5,7
0.7,3844,6,0,5
0.75,3844,9,5,4
0.56,3844,9,2,6
0.61,3844,9,3,7
0.56,3844,9,1,7
0.71,3844,9,5,2
0.73,3844,2,3,6
0.7,3844,0,1,5
0.8,3844,5,2,2
0.7,3844,7,1,5
0.61,3844,9,3,5
0.72,3895,9,3,4
0.7,3895,9,5,6
0.74,3895,7,2,4
0.7,3895,9,1,4
0.7,3895,9,5,6
0.72,3895,9,5,4
0.7,3896,0,6,5
0.92,3896,2,4,2
0.52,3896,9,1,7
0.52,3896,9,2,6
0.52,3896,9,2,6
0.7,3896,5,0,5
0.75,3896,8,2,5
0.63,3896,9,2,4
0.57,3896,9,0,6
0.7,3896,6,0,5
0.83,3896,9,6,7
0.7,3896,6,3,2
0.71,3896,9,1,5
0.76,3896,2,4,7
0.7,3896,9,0,3
0.7,3896,9,3,5
0.5,3896,9,3,4
0.5,3896,9,3,4
0.5,3896,9,3,4
0.5,3896,9,3,4
0.5,3896,9,1,5
0.5,3896,9,3,4
0.61,3896,9,4,1
0.7,3896,2,0,5
0.77,3896,7,5,7
0.7,3896,9,3,4
0.7,3896,6,3,6
0.6,3898,9,0,6
0.8,3898,9,6,2
0.7,3898,9,1,2
0.7,3898,9,6,4
0.7,3898,9,6,4
0.7,3898,9,4,3
0.7,3898,9,0,2
0.94,3898,8,5,4
1.0,3898,5,6,4
0.7,3898,5,3,4
0.71,3898,7,1,5
0.78,3898,2,0,3
0.55,3898,9,0,4
0.5,3898,9,0,6
1.21,3898,2,9,7
1.0,3898,9,8,0
0.7,3898,9,4,4
0.7,3898,9,4,4
0.61,3898,9,2,7
0.66,3898,9,4,6
0.7,3898,0,1,4
0.87,3898,0,3,5
0.76,3898,6,0,3
0.81,3898,8,1,4
0.7,3898,9,1,5
0.6,3898,9,0,1
0.7,3898,9,4,4
0.7,3898,9,0,2
0.7,3898,9,2,7
0.8,3898,9,6,2
0.7,3898,2,1,4
0.7,3898,2,1,4
0.7,3898,3,2,2
0.7,3898,2,1,4
0.7,3898,2,4,4
0.8,3898,9,5,3
0.7,3898,9,3,4
0.7,3898,9,4,4
0.7,3898,9,4,4
0.8,3898,5,0,2
0.7,3898,9,4,4
0.7,3898,9,5,4
0.73,3898,7,1,4
0.7,3898,5,5,4
0.57,3898,9,2,4
0.7,3898,9,4,4
0.7,3898,2,1,4
0.71,3899,5,10,2
0.71,3899,5,10,2
0.71,3900,9,0,2
0.7,3900,9,0,4
0.91,3900,8,5,3
1.04,3900,6,7,4
1.04,3900,9,9,2
0.72,3900,4,3,5
0.7,3900,9,0,4
0.9,3900,0,7,1
0.61,3900,9,4,7
0.61,3900,9,4,7
0.71,3900,9,2,5
1.13,3900,9,8,2
0.62,3900,9,4,5
1.13,3900,9,6,0
0.61,3900,9,2,6
0.5,3900,9,3,5
0.61,3900,9,0,7
0.65,3900,9,2,5
0.5,3900,9,3,5
0.52,3900,9,0,7
1.01,3900,9,8,2
0.82,3900,2,6,6
0.83,3900,5,5,2
0.72,3900,7,3,6
0.71,3900,7,0,5
0.71,3900,7,0,5
0.71,3900,9,5,6
0.58,3900,9,3,1
0.58,3900,9,3,6
0.5,3900,9,4,4
0.5,3900,9,4,4
0.52,3900,9,1,6
0.7,3900,9,0,4
0.7,3900,3,5,4
0.72,3900,7,2,7
0.7,3900,2,5,7
0.8,3900,9,5,2
1.0,3900,9,9,0
0.61,3900,9,2,6
0.9,3900,3,6,4
0.73,3900,7,3,6
0.52,3900,9,0,7
0.57,3900,9,2,7
0.75,3900,2,2,4
0.62,3900,9,4,5
0.75,3900,2,1,7
0.71,3900,7,3,6
0.78,3901,9,5,2
1.2,3901,8,6,2
1.0,3901,7,6,6
0.65,3901,9,0,7
0.78,3901,9,4,2
0.53,3901,9,0,4
0.75,3901,8,1,7
0.75,3901,4,1,2
1.0,3901,8,6,6
0.65,3901,9,0,7
1.0,3901,5,0,0
0.53,3901,9,0,4
0.71,3902,9,3,2
0.72,3902,9,2,2
0.56,3902,9,2,4
0.56,3902,9,0,5
0.56,3902,9,3,6
0.53,3902,9,0,4
0.5,3902,9,2,6
0.61,3902,9,1,5
0.61,3902,9,1,5
0.61,3902,9,3,4
0.8,3902,5,6,3
0.61,3902,9,3,5
0.78,3902,0,4,7
0.57,3902,9,2,7
0.51,3902,9,1,6
0.61,3902,9,3,5
0.71,3902,9,3,2
0.53,3902,9,0,7
0.52,3903,9,0,1
0.7,3903,9,4,6
1.01,3903,8,6,3
0.7,3903,9,2,5
0.91,3903,9,5,3
0.9,3903,9,4,3
0.7,3903,9,2,5
1.01,3903,3,6,3
0.81,3903,0,2,5
0.7,3903,9,3,4
0.7,3903,9,2,5
0.7,3903,9,4,6
0.7,3903,9,2,5
0.7,3903,9,4,7
0.7,3903,9,4,6
0.7,3903,9,2,5
0.7,3903,9,3,7
0.5,3903,9,0,1
0.7,3903,9,2,5
1.01,3903,9,7,3
1.01,3903,0,6,3
0.9,3903,3,0,3
0.7,3903,9,2,5
0.7,3903,9,3,4
0.7,3903,9,3,4
0.52,3903,9,0,1
0.82,3904,9,6,7
0.78,3904,9,1,2
0.7,3904,9,6,7
0.71,3904,9,0,3
0.61,3904,9,0,7
0.77,3904,9,4,4
1.02,3904,7,6,6
0.7,3904,3,5,7
0.7,3904,8,4,4
0.7,3904,3,5,7
0.82,3904,1,6,7
0.61,3904,9,2,5
0.7,3904,9,3,2
0.7,3904,9,3,2
0.7,3904,9,4,4
0.71,3904,8,1,4
0.61,3904,9,2,5
0.8,3904,0,3,5
0.7,3904,5,1,3
0.71,3904,2,4,6
0.8,3904,5,1,2
0.56,3904,9,2,6
0.7,3904,7,1,4
1.0,3904,9,4,0
0.65,3904,9,4,4
0.55,3904,9,1,7
0.7,3904,9,4,5
0.7,3904,6,1,3
0.8,3904,2,2,5
0.61,3904,9,0,7
0.7,3904,9,3,2
1.01,3904,5,0,0
0.55,3904,9,3,6
0.7,3904,9,3,2
0.6,3906,9,2,5
0.9,3906,6,6,2
0.9,3906,2,6,4
1.0,3906,0,8,6
0.7,3906,9,1,3
0.71,3906,7,0,4
0.7,3906,6,5,5
1.06,3906,8,6,3
0.7,3906,9,2,3
0.9,3906,9,6,3
0.7,3906,9,5,7
0.7,3906,9,5,7
0.7,3906,2,1,5
0.8,3906,2,4,7
0.9,3906,2,6,4
0.57,3906,9,0,6
0.7,3906,1,10,6
0.5,3906,9,1,1
0.7,3906,6,10,3
0.62,3906,9,3,1
0.7,3906,9,5,7
0.7,3906,9,6,7
0.7,3906,9,5,7
1.01,3906,5,6,5
0.6,3906,9,2,1
0.71,3906,2,0,4
0.71,3906,2,3,6
0.6,3906,9,3,7
0.71,3906,2,3,6
1.01,3908,0,8,7
0.63,3908,9,3,5
1.01,3908,6,6,3
1.0,3908,6,6,2
0.74,3908,9,0,3
1.0,3908,9,5,0
1.0,3908,9,9,2
0.91,3908,7,4,7
1.09,3908,9,9,6
0.66,3908,9,0,7
0.74,3908,9,0,3
0.7,3908,7,2,5
0.6,3908,9,1,1
0.6,3908,9,3,5
0.71,3908,2,4,6
1.0,3908,9,8,3
0.7,3908,8,0,4
0.75,3908,9,5,7
0.81,3908,2,4,5
0.6,3908,9,2,4
0.7,3908,9,3,2
0.7,3908,9,3,2
0.7,3908,6,0,5
0.74,3908,9,6,5
0.86,3908,9,4,3
0.6,3908,9,0,7
0.57,3908,9,0,6
0.71,3909,9,2,2
1.01,3909,7,8,6
1.22,3909,7,8,5
1.22,3909,7,8,5
1.0,3909,9,6,3
0.71,3909,5,3,4
0.71,3909,5,3,4
0.8,3909,5,3,4
0.72,3909,2,2,7
0.76,3909,2,0,7
0.9,3909,2,3,2
0.56,3909,9,0,6
0.76,3909,5,3,5
0.81,3909,2,3,7
0.9,3910,9,5,0
1.03,3910,6,8,5
1.0,3910,9,2,0
0.9,3910,9,2,0
1.01,3910,1,10,7
1.01,3910,1,10,4
0.5,3910,9,0,4
0.58,3910,9,2,7
1.0,3910,5,6,3
1.01,3910,2,6,2
0.72,3910,2,2,4
0.52,3911,9,1,7
0.9,3911,8,5,7
0.8,3911,3,0,5
0.8,3911,9,4,4
0.8,3911,2,3,6
0.8,3911,9,1,2
0.8,3911,9,1,2
1.0,3911,2,5,3
0.53,3912,9,3,1
0.55,3912,9,2,7
1.01,3912,7,6,7
0.55,3912,9,3,1
1.01,3912,9,3,0
0.57,3912,9,1,7
0.73,3912,2,0,5
0.94,3912,6,7,1
0.52,3912,9,0,7
0.6,3912,9,2,4
0.6,3912,9,3,4
0.82,3912,9,2,3
0.75,3912,9,4,3
0.7,3912,9,0,4
0.7,3912,9,0,4
0.8,3912,9,6,7
0.7,3912,6,2,2
0.6,3912,9,1,5
0.55,3912,9,3,1
0.57,3912,9,1,7
0.54,3912,9,2,7
0.7,3912,3,1,6
0.54,3912,9,2,7
0.7,3914,9,2,2
0.73,3914,9,4,7
0.67,3914,9,5,7
0.5,3914,9,0,1
0.74,3914,9,2,2
0.7,3914,9,2,2
0.76,3914,9,5,2
0.8,3914,9,6,6
0.7,3914,2,3,4
0.7,3914,0,2,5
0.71,3914,7,1,6
0.62,3914,9,0,5
0.7,3914,2,3,4
1.23,3914,2,8,4
0.7,3914,7,2,5
0.7,3914,2,3,4
0.57,3914,9,1,4
0.61,3914,9,3,5
0.66,3914,9,4,4
0.66,3914,9,3,5
0.61,3914,9,3,5
0.7,3914,9,5,7
0.72,3914,9,6,7
1.02,3914,3,6,2
0.74,3914,2,3,4
0.87,3915,5,10,0
0.62,3916,9,1,5
0.62,3916,9,1,5
0.9,3916,9,8,2
0.7,3916,9,0,2
1.01,3916,9,9,5
0.9,3916,9,8,2
0.9,3916,9,8,2
0.9,3916,9,3,0
0.8,3916,5,3,2
0.54,3916,9,0,1
1.01,3916,7,6,3
0.5,3916,9,0,7
0.7,3916,9,6,5
0.62,3916,9,1,5
0.62,3916,9,1,5
0.52,3916,9,1,7
0.56,3916,9,0,4
0.78,3916,2,0,6
0.58,3916,9,2,7
0.9,3917,5,3,3
0.7,3917,9,1,2
0.7,3917,9,1,2
0.72,3917,9,5,4
0.72,3917,9,0,3
0.72,3917,9,0,3
0.9,3917,7,3,3
0.7,3917,9,1,2
1.0,3917,8,6,3
0.62,3917,9,1,7
0.9,3917,2,5,5
0.8,3917,9,2,3
0.62,3917,9,1,7
0.8,3917,9,2,3
1.03,3917,5,7,4
0.8,3917,9,6,7
1.0,3917,9,9,4
0.8,3917,6,5,7
1.03,3917,9,8,2
1.02,3917,9,8,3
0.9,3917,9,5,3
0.9,3917,6,5,3
1.0,3917,9,1,0
0.7,3917,9,1,2
1.02,3917,9,7,0
0.62,3917,9,2,6
1.0,3917,4,6,3
0.7,3917,9,1,2
1.36,3917,8,10,0
0.7,3917,9,1,2
0.8,3917,5,0,3
0.9,3917,1,3,3
0.7,3917,5,2,4
0.8,3917,5,4,5
0.7,3917,9,4,5
0.75,3917,9,5,7
0.72,3917,2,0,4
0.72,3917,2,0,4
0.7,3917,9,1,2
0.8,3917,9,3,3
0.8,3917,9,3,3
0.74,3917,9,5,4
0.74,3917,9,5,4
0.92,3917,9,2,0
0.73,3917,9,1,2
0.7,3917,9,1,2
0.8,3917,9,2,3
0.72,3917,9,5,4
0.9,3918,2,7,1
0.72,3918,3,1,2
0.72,3918,7,3,5
0.95,3918,8,6,5
1.02,3918,2,1,0
0.72,3918,9,5,4
0.9,3918,9,3,0
0.8,3918,9,6,6
0.63,3918,9,4,4
1.2,3918,5,6,3
0.62,3918,9,3,5
0.63,3918,9,3,7
0.72,3918,6,3,5
0.61,3918,9,2,5
0.55,3918,9,1,7
0.8,3918,9,3,3
0.8,3918,9,3,3
0.64,3918,9,4,7
1.04,3919,9,3,0
1.06,3919,9,9,2
0.59,3919,9,0,7
0.73,3919,2,3,4
0.7,3919,0,1,6
0.91,3919,9,8,6
0.9,3919,9,6,2
1.05,3919,9,3,0
0.7,3919,9,2,4
0.7,3919,9,2,4
0.7,3919,9,5,5
0.77,3919,2,1,6
0.7,3919,2,1,6
0.7,3919,2,1,6
0.7,3920,9,0,5
1.0,3920,3,7,3
0.71,3920,9,1,2
0.71,3920,9,0,2
0.71,3920,9,3,5
1.01,3920,6,9,2
0.71,3920,9,4,5
0.54,3920,9,0,5
0.59,3920,9,1,5
1.0,3920,8,7,3
0.7,3920,9,0,3
0.72,3920,9,2,3
0.71,3920,9,4,5
0.71,3920,9,4,5
0.71,3920,9,4,5
0.7,3920,9,3,5
1.0,3920,9,8,0
0.7,3920,9,1,3
0.7,3920,5,3,2
0.7,3920,2,0,7
1.0,3920,5,2,3
0.7,3920,5,1,2
0.7,3920,4,3,1
0.7,3920,7,3,5
0.7,3920,3,1,2
0.7,3920,5,3,2
1.0,3920,7,5,5
0.7,3920,9,0,0
0.7,3920,9,2,4
0.7,3920,9,5,4
0.7,3920,9,4,7
0.71,3920,9,1,2
0.71,3920,9,1,2
1.0,3920,9,8,0
1.03,3920,5,5,3
0.7,3920,9,4,7
0.71,3920,9,4,5
1.0,3920,8,7,7
0.7,3920,9,4,7
0.7,3920,9,4,7
0.5,3920,9,0,1
1.0,3920,9,9,5
0.71,3920,9,1,2
0.7,3920,5,0,4
0.7,3920,5,1,2
0.7,3920,5,3,2
0.71,3920,6,1,2
0.7,3920,9,1,5
0.7,3920,9,5,4
0.7,3920,5,3,2
0.7,3920,8,0,4
0.7,3920,6,1,2
0.7,3920,9,5,4
0.71,3920,9,4,5
0.7,3920,9,4,7
0.64,3920,9,3,4
0.71,3920,9,1,2
1.0,3920,7,8,4
0.5,3920,9,0,6
0.5,3920,9,0,6
0.7,3920,9,3,2
0.5,3920,9,0,6
0.5,3920,9,0,1
0.7,3920,9,0,3
0.64,3920,9,4,5
0.62,3920,9,3,6
0.7,3920,4,0,4
0.7,3920,2,0,4
0.7,3920,2,0,4
1.01,3920,5,3,0
1.2,3920,5,7,3
0.7,3920,2,1,7
0.71,3920,2,3,1
0.7,3920,2,3,5
0.7,3920,2,3,5
1.2,3920,5,7,3
0.7,3920,9,3,5
0.71,3920,7,2,4
0.7,3920,2,0,4
0.71,3920,2,1,4
0.5,3920,9,0,6
0.7,3920,2,2,6
0.7,3920,9,0,2
0.7,3920,9,4,2
0.55,3922,9,1,4
0.55,3922,9,1,4
0.57,3922,9,2,4
0.6,3922,9,0,5
0.74,3922,9,5,1
0.75,3922,9,1,3
0.75,3922,5,3,2
0.55,3922,9,0,4
0.76,3922,9,2,2
0.7,3922,9,0,3
0.71,3922,9,1,5
0.57,3922,9,0,5
0.99,3922,9,9,3
0.6,3922,9,0,5
0.6,3922,9,2,4
1.0,3922,9,7,5
0.6,3922,9,0,5
0.6,3922,9,2,6
0.56,3922,9,5,6
0.6,3922,9,2,4
0.53,3922,9,0,7
0.74,3922,9,2,2
1.01,3922,3,5,2
0.86,3922,2,2,2
0.6,3922,9,0,5
0.6,3922,9,0,5
0.6,3922,9,0,5
0.92,3922,9,8,7
0.53,3922,9,0,7
0.75,3922,9,7,1
0.72,3922,9,5,1
0.6,3922,9,3,6
0.57,3922,9,2,4
0.6,3922,9,3,6
1.21,3922,4,4,0
0.56,3922,9,1,7
0.7,3922,9,4,2
0.6,3922,9,2,4
0.7,3922,9,4,2
0.57,3922,9,2,4
0.76,3922,2,2,6
0.75,3922,7,4,6
1.03,3924,3,6,3
1.03,3924,8,6,3
1.03,3924,4,5,0
0.8,3924,5,3,3
0.91,3924,8,5,7
0.52,3924,9,0,7
1.09,3924,5,10,6
0.57,3924,9,2,7
1.2,3924,5,7,3
0.7,3924,5,1,5
0.68,3924,9,5,5
1.04,3924,6,4,0
0.7,3924,5,1,5
1.01,3924,7,4,3
0.72,3924,2,0,4
0.65,3924,9,3,4
1.01,3925,9,9,6
0.7,3925,9,0,2
0.73,3925,9,4,4
0.7,3925,9,0,2
0.7,3925,9,0,2
0.9,3925,7,4,2
0.91,3925,9,6,3
0.73,3925,9,0,2
0.6,3925,9,0,6
0.7,3925,9,0,2
0.7,3925,9,0,2
0.7,3925,2,2,7
0.96,3925,6,6,4
0.8,3925,7,0,2
0.7,3925,5,1,4
0.7,3925,7,1,4
0.91,3925,9,6,3
0.7,3925,9,0,2
0.7,3925,9,4,4
0.72,3925,9,4,6
0.7,3925,9,0,2
0.7,3925,5,2,7
0.7,3925,9,4,4
0.74,3926,6,5,7
0.73,3926,9,5,7
0.58,3926,9,2,6
0.54,3926,9,0,4
0.54,3926,9,0,4
0.53,3926,9,0,4
0.73,3926,2,2,5
0.71,3927,9,3,7
0.7,3927,9,1,5
0.71,3927,9,0,2
0.71,3927,9,0,2
0.71,3927,9,0,2
0.72,3927,5,0,5
0.7,3927,7,1,5
0.7,3927,9,2,5
0.71,3927,9,4,4
0.96,3927,6,6,4
0.9,3927,0,4,5
0.71,3927,9,0,2
0.71,3927,9,0,2
0.71,3927,9,4,4
0.71,3927,9,3,7
1.0,3927,9,7,3
1.01,3928,8,4,3
0.7,3928,9,5,2
1.01,3928,7,3,3
1.01,3928,4,4,0
1.01,3928,2,4,3
1.01,3928,2,7,2
0.63,3928,9,3,4
1.5,3928,5,7,3
0.76,3928,2,5,7
1.01,3928,8,4,3
0.71,3928,2,3,2
0.53,3928,9,4,4
0.53,3928,9,3,5
1.01,3928,7,5,2
0.51,3928,9,1,1
0.51,3928,9,1,1
1.13,3928,9,7,0
0.77,3928,9,6,1
0.51,3928,9,0,7
0.7,3928,5,2,2
0.57,3928,9,0,6
0.51,3928,9,1,1
0.7,3928,9,6,7
0.98,3930,2,2,2
1.02,3930,2,5,2
0.62,3930,9,1,4
0.62,3930,9,1,4
0.76,3930,7,3,6
1.2,3930,9,9,2
1.22,3930,9,8,3
0.9,3930,6,4,3
0.72,3930,9,4,1
0.72,3930,9,4,1
0.61,3930,9,2,4
0.9,3930,2,4,3
0.61,3930,9,3,5
0.7,3930,9,3,4
0.57,3930,9,0,4
0.7,3930,2,2,4
0.7,3930,2,2,4
0.9,3932,2,4,2
0.7,3932,9,0,2
0.9,3932,8,4,2
0.7,3932,9,1,5
0.9,3932,6,4,2
0.7,3932,9,2,3
0.7,3932,9,2,3
0.7,3932,9,2,3
0.7,3932,9,2,3
0.63,3932,9,3,5
0.9,3932,9,7,5
0.9,3932,2,2,3
1.0,3932,9,8,5
0.91,3932,8,6,4
0.9,3932,7,5,4
0.66,3932,9,2,7
0.91,3932,9,9,6
0.9,3932,2,4,2
1.21,3932,9,9,3
0.6,3932,9,4,4
0.6,3932,9,4,4
0.56,3932,9,2,7
0.56,3932,9,2,7
0.6,3932,9,3,5
0.54,3932,9,0,1
0.91,3932,9,1,0
0.7,3932,9,2,3
1.04,3932,2,4,0
0.9,3932,1,4,2
0.9,3932,9,7,5
0.7,3932,9,4,6
0.9,3932,5,7,4
0.7,3932,4,1,3
0.71,3932,8,0,4
0.7,3932,2,4,5
0.7,3932,9,2,3
0.72,3932,2,4,4
0.7,3932,9,5,5
0.7,3932,4,1,5
0.7,3932,4,1,5
0.83,3932,9,4,3
0.8,3932,9,7,4
0.9,3932,7,5,4
0.75,3932,9,5,7
1.3,3932,6,0,0
0.9,3932,3,2,3
0.53,3932,1,10,1
1.0,3932,9,7,2
0.6,3932,9,3,5
0.63,3932,9,4,4
1.2,3932,9,4,0
0.6,3932,9,4,1
0.7,3932,9,2,3
0.7,3932,9,2,7
0.72,3932,9,5,7
1.01,3932,9,7,0
0.72,3932,9,5,7
0.7,3932,2,2,6
0.56,3932,9,0,7
0.7,3932,2,1,6
1.04,3932,6,10,0
0.56,3932,9,2,7
0.56,3932,9,2,7
0.8,3932,9,3,2
0.9,3932,9,8,4
0.71,3932,9,5,7
0.7,3932,9,3,7
0.63,3932,9,0,7
0.53,3932,9,0,1
1.0,3932,5,4,3
0.7,3932,9,6,6
0.7,3932,2,2,7
0.56,3932,9,2,7
0.63,3932,9,3,5
0.63,3933,9,2,6
0.8,3933,9,5,2
1.2,3933,5,7,5
0.91,3933,7,4,3
0.93,3933,9,2,3
1.01,3933,9,9,3
0.57,3933,9,0,6
1.2,3933,4,8,2
0.8,3933,9,0,2
0.8,3933,9,0,2
0.59,3933,9,0,1
0.71,3933,3,4,6
0.81,3933,2,4,7
0.75,3934,9,5,3
0.57,3934,9,0,4
0.75,3934,9,6,4
0.57,3934,9,1,6
1.01,3934,7,7,4
0.62,3934,9,3,7
0.7,3934,2,0,7
1.0,3935,5,5,3
0.76,3935,9,3,2
0.69,3935,9,1,6
0.93,3935,1,10,2
0.96,3936,7,2,0
1.0,3936,5,7,2
0.61,3936,9,2,4
0.8,3936,9,6,5
0.96,3936,6,6,3
1.0,3936,7,7,2
0.82,3936,1,4,7
0.72,3936,8,2,4
0.6,3936,9,2,5
0.75,3936,9,3,2
0.56,3936,9,2,4
0.81,3936,9,5,6
0.81,3936,9,5,6
1.0,3936,8,5,3
0.8,3936,9,4,2
1.0,3936,8,5,3
0.64,3936,9,3,4
0.6,3936,9,4,6
0.6,3936,9,4,6
0.86,3936,8,5,3
0.8,3936,7,4,7
0.8,3936,7,4,7
0.82,3936,0,5,4
0.61,3936,9,0,5
0.64,3936,9,4,6
0.65,3936,9,0,5
0.65,3936,9,0,5
0.51,3936,6,0,1
0.65,3936,9,3,6
0.6,3936,9,1,5
0.6,3936,9,1,5
0.51,3936,9,0,6
0.86,3936,5,4,0
0.6,3936,9,3,4
0.6,3936,9,3,4
1.01,3936,5,8,5
0.6,3936,9,2,5
0.53,3936,9,1,7
0.53,3936,9,2,6
1.01,3938,2,3,0
0.59,3938,9,0,6
0.71,3938,9,2,3
0.59,3938,9,0,6
0.54,3938,9,2,7
1.02,3938,9,8,2
0.62,3938,8,1,1
0.71,3938,7,1,5
0.7,3938,9,4,2
1.01,3938,8,6,4
0.7,3938,6,2,2
0.75,3938,7,5,6
0.71,3938,9,5,6
0.7,3938,9,1,3
0.71,3938,9,0,7
1.0,3938,6,6,3
0.55,3938,9,0,1
0.83,3938,9,1,3
1.0,3938,5,1,0
0.7,3938,9,4,2
0.74,3938,7,2,2
0.7,3938,9,1,3
0.71,3938,2,4,5
0.71,3938,5,1,5
0.7,3938,9,1,3
0.7,3938,9,4,2
0.7,3938,9,4,2
0.91,3938,0,4,7
0.7,3938,9,4,3
0.7,3938,9,1,3
1.01,3938,7,6,4
